name,id,width,height,icon_width,icon_height,features,fleaMarket,flea_avg48,flea_ch48percent,prapor,therapist,fence,skier,peacekeeper,mechanic,ragman,jaeger
Maska-1SCh,5c091a4e0db834001d5addc8,2,2,,,,,0,,,,50530,61900,574,,78322,
Kappa,5c093ca986f7740a1867ab12,3,3,,,,,0,,,,,,,,,
Holodilnick,5c093db286f7740a1b2617e3,3,3,,,,0,0,0,,214200,136000,,,,210800,
Dogtags,5c093e3486f77430cb02e593,1,1,,,,344887,345087,-2.91,,195300,124000,,,,192200,
HHS-1 Tan,5c0a2cec0db834001b7ce47d,2,1,,,,35000,41153,-6.05,30600,,24480,29988,278,34272,,
T H I C C,5c0a840b86f7742ffa4f2482,5,3,,,,,0,,,1953000,1240000,,,,1922000,
M700 AAC SD,5c0c1dba86f7743e667da897,6,1,,,,,0,0,8750,,7000,,80,9800,,10500
Mosin (Infantry) Carbine,5c0c1dff86f7744dba7a2892,5,1,,,,,0,0,5750,,4600,,52,6440,,6900
Mosin (Sniper) Carbine,5c0c1f2b86f77455912eaefc,5,1,,,,,0,0,7788,,6230,,71,8723,,9346
Mosin (Infantry) Obrez,5c0c1fc586f77455912eaf08,3,1,,,,,0,0,5750,,4600,,52,6440,,6900
Mosin (Sniper) Obrez,5c0c202e86f77448687e0368,3,1,,,,,0,0,7788,,6230,,71,8723,,9346
Mosin (Sniper) Obrez M,5c0c208886f7743e5335d279,3,1,,,,,0,0,7788,,6230,,71,8723,,9346
PSh-97,5c0d2727d174af02a012cf58,2,2,,,,19111,23618,-5.43,,,6480,7938,74,,10044,
Proximity,5c0d32fcd174af02a1659c75,2,1,,,,3000,7070,-10.72,,,1280,1568,15,,1984,
RIP,5c0d56a986f774449d5de529,1,1,,,,555,631,4.56,192,,154,,,215,,
RIP,5c0d591486f7744c505b416f,1,1,,,,222,336,-3.2,151,,120,,,169,,
Warmage,5c0d5ae286f7741e46554302,1,1,,,,90,132,-27.62,78,,62,,,87,,
PPBS,5c0d5e4486f77478390952fe,1,1,,,,,0,,281,,224,,,314,,
SPP,5c0d668f86f7747ccb7f13b2,1,1,,,,,0,,144,,115,,,161,,
BP,5c0d688c86f77413ae3407b2,1,1,,,,,0,,151,,120,,,169,,
ADAR,5c0e2f26d174af02a9625114,2,1,,,,14000,15000,-56.94,,,1328,1626,15,1859,,
ADAR wood,5c0e2f5cd174af02a012cfc9,2,1,,,,10999,15437,31.66,,,640,784,7,896,,
AR-15 406mm,5c0e2f94d174af029f650d56,3,1,,,,23000,22458,-9.97,,,6480,7938,74,9072,,
ADAR wood,5c0e2ff6d174af02a1659d4a,2,1,,,,19999,19999,-12.38,,,2047,,23,2866,,
6B5-16,5c0e3eb886f7742015526062,3,4,,,,49998,58037,-3.86,20750,,16600,20335,189,,25730,24900
6B5-15,5c0e446786f7742013381639,3,4,,,,36500,49199,-3.1,29650,,23720,29057,270,,36766,35580
6B13 FL,5c0e51be86f774598e797894,3,4,,,,46000,63716,-21.69,,,24440,29939,278,,37882,
Propital,5c0e530286f7747fa1419862,1,1,,,,17500,19357,-1.37,10530,13267,8424,,,,,12636
SJ1,5c0e531286f7747fa54205c2,1,1,,,,30000,30713,-1.91,17946,22612,14357,,,,,21535
SJ6,5c0e531d86f7747fa23f4d42,1,1,,,,47777,51557,-1.67,13975,17608,11180,,,,,16770
Zagustin,5c0e533786f7747fa23f4d47,1,1,,,,35554,42516,-0.66,16770,21130,13416,,,,,20124
eTG-c,5c0e534186f7747fa1419867,1,1,,,,65000,78185,-5.11,18915,23832,15132,,,,,22698
6B13 DFL,5c0e53c886f7747fa54205c7,3,4,,,,44444,50652,-1.07,,,24440,29939,278,,37882,
6B13 M,5c0e541586f7747fa54205c9,3,4,,,,,0,,,,100440,123039,1141,,155682,
6B23-2 MF,5c0e57ba86f7747fa141986d,3,4,,,,66500,66814,3.39,,,27400,33565,311,,42470,
6B23-1,5c0e5bab86f77461f55ed1f3,3,4,,,,37000,45196,2.57,,,16120,19747,183,,24986,
Zhuk-3,5c0e5edb86f77461f55ed1f7,3,3,,,,26000,41591,9.67,,,15468,18948,176,,23975,
Zhuk-6a,5c0e625a86f7742d77340f62,3,3,,,,,0,,,,114000,139650,1295,,176700,
Trooper,5c0e655586f774045612eeb2,3,3,,,,122222,98489,-6.45,,,35600,43610,405,,55180,
SLAAP,5c0e66e2d174af02a96252f4,2,1,,,,60000,79190,0.82,,,35720,43757,406,,55366,
Belt combo,5c0e6a1586f77404597b4965,4,4,,,,35000,35609,-0.51,27550,,22040,26999,250,,34162,33060
ANA M1,5c0e722886f7740458316a57,4,4,,,,93332,105815,1.05,40635,,32508,39822,369,,50387,48762
TV-110,5c0e746986f7741453628fe5,4,3,,,,,0,,45600,,36480,44688,415,,56544,54720
Blackjack 50,5c0e774286f77468413cc5b2,5,7,,,,,0,,,,35200,43120,,,54560,52800
Paratus,5c0e805e86f774683f3dd637,5,7,,,,,0,,,,24600,30135,,,38130,36900
1SCh FS,5c0e842486f77443a74d2976,2,1,,,,80000,136407,-10.46,,,35120,43022,399,,54436,
Maska-1SCh (Killa),5c0e874186f7745dc7616606,2,2,,,,,0,,,,50530,61900,574,,78322,
TT Brunner,5c0e93cb86f77432297fdfc8,2,1,,,,,0,0,2094,,1675,,19,2345,,
Commando,5c0e9f2c86f77432297fe0a3,4,3,,,,35000,29999,-34.3,16834,,13467,16497,153,,20874,20201
Aquamari,5c0fa877d174af02a012e1cf,1,2,,,,27000,24233,-0.91,,5418,3440,,,,,5160
ADAR,5c0faeddd174af02a962601f,2,1,,,,6111,13549,-15.06,,,320,,4,448,,
ADAR,5c0faf68d174af02a96260b8,1,1,,,,12200,0,0,,,260,,3,364,,
ADAR,5c0fafb6d174af02a96260ba,1,1,,,,14999,20711,56.45,,,362,444,4,507,,
Adrenaline,5c10c8fd86f7743d7d706df3,1,1,,,,20000,19979,0.01,15730,19819,12584,,,,,18876
W-PVS7,5c11046cd174af02a012e42b,1,1,,,,17999,22638,24.78,,,981,,11,1374,,
T-7,5c110624d174af029e69734c,2,1,,,,0,0,0,,,192000,,2182,268800,,
Warmage,5c11279ad174af029d64592b,1,1,,,,1950,1748,-44.33,,,400,,,,,
RIP,5c1127bdd174af44217ab8b9,1,1,,,,20000,0,0,,,400,,,,,
RIP,5c1127d0d174af29be75cf68,1,1,,,,800,1266,-38.79,,,400,,,,,
M1A 2k18 NY,5c123fe086f7742a60324263,6,2,,,,,0,0,15132,,12105,,138,16947,,18158
BP,5c1260dc86f7746b106e8748,1,1,,,,,0,,,,400,,,,,
Intelligence,5c12613b86f7743bbe2c3f76,2,1,,,,219000,239891,0.27,,,27600,,314,,,
SPP,5c12619186f7743f871c8a32,1,1,,,,0,0,0,,,400,,,,,
Tetriz,5c12620d86f7743f8b198b72,1,2,,,,76000,84146,1.4,,75600,48000,58800,545,67200,,
PPBS,5c1262a286f7743f8a69aab2,1,1,,,,,0,,,,400,,,,,
GPX,5c1265fc86f7743f896a21c2,1,1,,,,45000,49311,-5.26,,20160,12800,15680,145,17920,,
Prokill,5c1267ee86f77416ec610f72,1,1,,,,63333,66566,1.58,,53550,34000,41650,386,,,
Paracord,5c12688486f77426843c7d32,2,1,,,,45000,50295,-0.49,11250,14175,9000,11025,,,,
Magazines,5c127c4486f7745625356c13,3,2,,,,170000,192124,0.58,,148050,94000,,,,145700,
Soap,5c13cd2486f774072c757944,1,1,,,,10000,10233,-0.71,1945,2450,1556,1906,,,,
TP,5c13cef886f774072e618e82,1,1,,,,5500,6126,-0.9,4400,5544,3520,4312,,,,
Tactical Sport,5c165d832e2216398b5a7e36,2,2,,,,28888,28598,-1.63,,,17800,21805,202,,27590,
CMRD,5c17664f2e2216398b5a7e3c,2,1,,,,39987,42334,-4.44,,,11240,13769,128,15736,,
KAC RS,5c1780312e221602b66cc189,1,1,,,,6000,11199,-17.88,1662,,1330,1629,15,1862,,
KAC FS,5c17804b2e2216152006c02f,1,1,,,,8888,8558,-27.59,1116,,893,1094,10,1250,,
AF Chops,5c178a942e22164bef5ceca3,2,2,,,,29000,40522,2.32,,,15400,18865,175,,23870,
AF Ears,5c1793902e221602b21d3de2,2,2,,,,27777,31928,-3.6,,,14480,17738,165,,22444,
AirFrame Tan,5c17a7ed2e2216152142459c,2,2,,,,,0,,,,48460,59363,551,,75113,
MBUS FS,5c18b90d2e2216152142466b,1,1,,,,14000,18237,24.4,1200,,960,1176,11,1344,,
MBUS RS,5c18b9192e2216398b5a8104,1,1,,,,18888,17759,-12.71,1800,,1440,1764,16,2016,,
M Frame,5c1a1cc52e221602b3136e3d,2,1,,,,9999,9874,-8.3,,,1880,2303,21,,2914,
Beard,5c1a1e3f2e221602b66cc4c2,1,2,,,,0,0,0,,,3000,3675,34,,4650,
RK-0,5c1bc4812e22164bef5cfde7,1,1,,,,11000,16843,8.12,,,2520,3087,29,3528,,
RK-1,5c1bc5612e221602b5429350,1,1,,,,32000,41266,-0.14,,,3752,4596,43,5252,,
RK-2,5c1bc5af2e221602b412949b,1,1,,,,51000,68315,0.92,,,5068,6208,58,7095,,
RK-4,5c1bc5fb2e221602b1779b32,1,1,,,,10000,16477,4.01,,,2356,2886,27,3298,,
RK-5,5c1bc7432e221602b412949d,1,1,,,,13258,17561,-3.39,,,2404,2944,27,3365,,
RK-6,5c1bc7752e221602b1779b34,1,1,,,,7444,9190,-14.68,,,2216,2714,25,3102,,
B-25U RK-1,5c1cd46f2e22164bef5cfedb,1,1,,,,62420,83968,1.02,,,7556,9256,86,10578,,
Compact,5c1cdd302e221602b3137250,1,1,,,,40000,696666,850.32,,,400,,5,560,,
Prism 2.5x,5c1cdd512e22161b267d91ae,2,1,,,,20900,23500,-1.97,,,7000,8575,80,9800,,
Blue,5c1d0c5f86f7744bb2683cf0,1,1,,,,0,0,0,,189000,,,1364,168000,,
Yellow,5c1d0d6d86f7744bb2683e1f,1,1,,,,0,0,0,,28350,,,205,25200,,
Green,5c1d0dc586f7744baf2e7b79,1,1,,,,0,0,0,,50400,,,364,44800,,
Red,5c1d0efb86f7744baf2e7b7b,1,1,,,,0,0,0,,504000,,,3636,448000,,
Black,5c1d0f4986f7744bb01837fa,1,1,,,,0,0,0,,47250,,,341,42000,,
TGL MO,5c1e2a1e86f77431ea0ea84c,1,1,,,,44999,46279,-17.72,25000,31500,20000,,,,,
TGL WT,5c1e2d1f86f77431e9280bee,1,1,,,,46666,54338,-31.87,30000,37800,24000,,,,,
Violet,5c1e495a86f7743109743dfb,1,1,,,,22222222,0,0,,189000,,,1364,168000,,
TGL ASR,5c1f79a086f7746ed066fb8f,1,1,,,,28000,33243,-10.13,20000,25200,16000,,,,,
GT,5c3df7d588a4501f290594e5,1,1,,,,73,133,9.41,36,,28,,,40,,
SVDS,5c46fbd72e2216398b5a8c9c,2,1,,,,99420,108475,-8.64,21400,,17120,,195,23968,,25680
SVDS,5c471b5d2e221602b21d4e14,2,1,,,,15000,10704,-23.7,,,650,,7,910,,
SVDS RS,5c471b7e2e2216152006e46c,1,1,,,,957,0,0,439,,351,430,4,491,,
SVDS FS,5c471ba12e221602b3137d76,1,1,,,,571,571,0,262,,209,256,2,293,,
SVDS,5c471bd12e221602b4129c3a,2,1,,,,20775,0,0,,,443,543,5,621,,
SVDS,5c471be12e221602b66cd9ac,1,1,,,,9998,9975,19.61,,,305,374,3,427,,
SVDS,5c471bfc2e221602b21d4e17,1,1,,,,19999,0,0,,,240,294,3,337,,
SVDS UB,5c471c2d2e22164bef5d077f,1,1,,,,17000,21849,9.3,,,2235,,25,3129,,
SVD,5c471c442e221602b542a6f8,1,1,,,,4000,12168,4.63,,,1500,,17,2100,,
SVDS,5c471c6c2e221602b66cd9ae,1,1,,,,10000,18358,0,,,632,774,7,884,,
SVDS gas,5c471c842e221615214259b5,1,1,,,,13777,0,0,,,1008,1234,11,1411,,
"SVDS 22""",5c471cb32e221602b177afaa,4,1,,,,99999,99999,-39.8,,,9760,11956,111,13664,,
MDR,5c488a752e221602b412af63,2,1,,,,1000,61989,0.22,22615,,18092,,206,25328,,
MDR,5c48a14f2e2216152006edd7,2,1,,,,15000,15000,-82.61,,,3466,4245,39,4852,,
"MDR 556 16""",5c48a2852e221602b21d5923,3,1,,,,21000,25802,2.68,,,14906,18260,169,20869,,
MDR 556,5c48a2a42e221602b66d1e07,1,1,,,,12000,11469,-26.01,,,1692,2072,19,2368,,
MDR,5c48a2c22e221602b313fb6c,1,1,,,,9000,15591,-6.67,,,928,1136,11,1299,,
SRVV SV98,5c4ee3d62e2216152006f302,1,1,,,,12000,14618,-6.75,,,3120,3822,35,4368,,
SV98 thr.,5c4eec9b2e2216398b5aaba2,1,1,,,,18500,30000,-25.45,,,1926,2360,22,2697,,
SV98 supp.,5c4eecc32e221602b412b440,2,1,,,,28888,35511,3.53,,,14696,18003,167,20575,,
SV98 HS,5c4eecde2e221602b3140418,1,1,,,,44420,0,0,,,160,,,224,,
"VPO-101 ""Vepr-Hunter""",5c501a4d2e221602b412b540,4,1,,,,22000,45545,-7.61,19489,,15591,,177,21827,,
101 gas,5c5039be2e221602b177c9ff,1,1,,,,40000,0,0,,,700,857,8,980,,
VPO101,5c503ac82e221602b21d6e9a,1,1,,,,3998,3192,-38.97,,,440,,5,616,,
VPO101,5c503ad32e2216398b5aada2,1,1,,,,6880,11563,5.48,,,1540,,17,2156,,
VPO101,5c503af12e221602b177ca02,4,1,,,,12000,15547,49.92,,,1141,,13,1597,,
101 RS,5c503b1c2e221602b21d6e9d,1,1,,,,19999,0,0,150,,120,147,1,168,,
VPO101,5c503d0a2e221602b542b7ef,2,1,,,,22222,0,0,,,408,499,5,571,,
Perst-3,5c5952732e2216398b5abda2,1,1,,,,15999,23938,6.7,,,6820,8354,77,9548,,
"MPX OEM 14""",5c59529a2e221602b177d160,2,1,,,,20000,17866,-6.82,,,5680,6958,65,7952,,
SKS AALVX,5c5970672e221602b21d7855,1,2,,,,18000,19938,-5.54,,,6676,,76,9346,,
"MPX 4.5""",5c5db5852e2216003a0fe71a,1,1,,,,0,0,0,,,1520,1862,17,2128,,
"MPX 6.5""",5c5db5962e2216000e5e46eb,2,1,,,,0,0,0,,,2069,2535,24,2897,,
"MPX 10.5""",5c5db5b82e2216003a0fe71d,3,1,,,,0,0,0,,,3269,4005,37,4577,,
"MPX 14""",5c5db5c62e22160012542255,3,1,,,,39999,87500,-0.33,,,4952,6066,56,6932,,
"MPX Midwest 4.5""",5c5db5f22e2216000e5e47e8,1,1,,,,5000,11124,-14.36,,,2560,3136,29,3584,,
"MPX Midwest 6.5""",5c5db5fc2e2216000f1b2842,2,1,,,,8000,10068,2.78,,,3040,3724,35,4256,,
"MPX Midwest 10.5""",5c5db6302e2216000e5e47f0,2,1,,,,9999,11400,-13.96,,,3720,4557,42,5208,,
"MPX Midwest 14""",5c5db63a2e2216000f1b284a,2,1,,,,11111,16432,-22.73,,,4480,5488,51,6272,,
MPX,5c5db6552e2216001026119d,1,1,,,,6666,4583,-53.96,,,580,,7,812,,
MPX TTI,5c5db6652e221600113fba51,1,2,,,,15000,20207,-3.51,,,2109,,24,2952,,
MPX Drum,5c5db6742e2216000f1b2852,1,2,,,,20000,31490,-2.04,,,5640,,64,7896,,
MPX SCH,5c5db6b32e221600102611a0,1,1,,,,20000,18627,-20.49,,,712,,8,996,,
MPX/MCX CQB,5c5db6ee2e221600113fba54,2,1,,,,0,0,0,,,1500,,17,2100,,
ULSS,5c5db6f82e2216003a0fe914,2,1,,,,38000,37449,28.01,,,2492,,28,3488,,
Sb.3x5,5c6161fb2e221600113fbde5,1,1,,,,15000,10000,29.7,,,564,,6,789,,
106 DT,5c6162682e22160010261a2b,1,1,,,,2200,2200,0,,,440,,5,616,,
106 mount,5c61627a2e22160012542c55,1,1,,,,10000,22125,-37.06,,,920,,10,1288,,
SRD9,5c6165902e22160010261b28,2,1,,,,30000,28982,4.74,,,11440,14014,130,16016,,
AK-A-16,5c6175362e221600133e3b94,2,2,,,,,0,,,,16640,,189,23296,,
B-10,5c617a5f2e2216000f1e81b3,1,1,,,,7048,15992,-20.99,,,2077,2545,24,2908,,
B-13,5c61a40d2e2216001403158d,1,1,,,,8500,19064,-1.68,,,3120,,35,4368,,
MAG5-100,5c6592372e221600133e47d7,1,3,,,,36000,37900,-2.92,,,15102,,172,21142,,
P226 TJC,5c6beec32e221601da3578f2,1,1,,,,20000,10076,12.22,,,1120,1372,13,1568,,
US Palm,5c6bf4aa2e2216001219b0ae,1,1,,,,28888,27665,-3.86,,,2940,3601,33,4116,,
"416A5 TROY 13""",5c6c2c9c2e2216000f2002e4,3,1,,,,11111,15938,-9.11,,,7560,9261,86,10584,,
"416A5 MRS 14""",5c6d10e82e221601da357b07,3,1,,,,14999,16221,-13.48,,,5560,6811,63,7784,,
"416A5 Midwest 9""",5c6d10fa2e221600106f3f23,2,1,,,,15000,13803,-17.94,,,4840,5929,55,6776,,
"416A5 Midwest 13.5""",5c6d11072e2216000e69d2e4,3,1,,,,12000,12921,-16.95,,,5760,7056,65,8064,,
"416A5 CRUX 15""",5c6d11152e2216000f2003e7,3,1,,,,25000,39681,21.92,,,6680,8183,76,9352,,
HK poly,5c6d42cb2e2216000e69d7d1,1,2,,,,11500,20834,9.28,,,1602,,18,2242,,
PM Gen.2,5c6d450c2e221600114c997d,1,2,,,,19999,20807,22.92,,,1370,,16,1918,,
BattleMag,5c6d46132e221601da357d56,1,2,,,,11111,16320,-13.84,,,1872,,21,2620,,
"VYPR 10""",5c6d5d8b2e221644fc630b39,2,1,,,,14000,14917,-18.86,,,5800,7105,66,8120,,
WarComp 556,5c6d710d2e22165df16b81e7,1,1,,,,18000,23166,1.3,,,1920,2352,22,2688,,
HK V2,5c6d7b3d2e221600114c9b7d,1,1,,,,10000,8931,-38.51,,,1240,1519,14,1736,,
"416A5 10.6""",5c6d85e02e22165df16b81f4,2,1,,,,39999,19504,-26.14,,,8452,10353,96,11832,,
"SAI QD 14.5""",5c78f2492e221600114c9f04,3,1,,,,69777,134129,0.59,,,11640,14259,132,16296,,
"SAI QD 10""",5c78f2612e221600114c9f0d,2,1,,,,34000,36695,-6.04,,,9960,12201,113,13944,,
MOE SL,5c78f26f2e221601da3581d1,2,1,,,,12999,14950,-12.79,,,4440,5439,50,6216,,
MOE SL,5c78f2792e221600106f4683,2,1,,,,12111,14040,-31.07,,,3520,4312,40,4928,,
JailBrake,5c78f2882e22165df16b832e,1,1,,,,8999,14378,-2.91,,,6396,7835,73,8954,,
SI Cobra,5c791e872e2216001219c40a,1,1,,,,20000,24064,8.88,,,4020,4924,46,5628,,
ARE,5c793fb92e221644f31bfb64,2,1,,,,50000,78145,-8.34,,,3480,,40,4872,,
ARE,5c793fc42e221600114ca25d,2,1,,,,40000,73610,-3.13,,,8480,,96,11872,,
Viper Mod1,5c793fde2e221601da358614,2,1,,,,15000,23911,9.75,,,3400,,39,4760,,
Antidote,5c7951452e221644f31bfd5c,1,1,,,,16000,17879,-8.06,,,3940,4826,45,5516,,
ONE mount,5c7954d52e221600106f4cc7,1,1,,,,40000,34954,4.43,,,1588,1945,18,2223,,
ONE,5c7955c22e221644f31bfd5e,2,1,,,,35666,39800,-3.01,,,19408,23774,221,27171,,
CompM4,5c7d55de2e221644f31bff68,1,1,,,,16555,17737,-8.1,14800,,11840,14504,135,16576,,
LRP,5c7d55f52e221644f31bff6a,1,1,,,,8000,13212,-17.54,,,960,,11,1344,,
SS,5c7d560b2e22160bc12c6139,1,1,,,,2300,9770,-23.57,,,881,,10,1233,,
51T 556,5c7e5f112e221600106f4ede,1,1,,,,9900,13600,-0.9,,,2459,3013,28,3443,,
Illusion 9,5c7e8fab2e22165df16b889b,2,1,,,,22000,21377,2.32,,,13176,16140,150,18446,,
SF3P-556,5c7fb51d2e2216001219ce11,1,1,,,,14444,23418,-10.42,,,2568,3145,29,3595,,
GF MOD3,5c7fc87d2e221644f31c0298,1,1,,,,16789,13014,-26.2,,,1960,2401,22,2744,,
PSO-1,5c82342f2e221644f31c060e,2,1,,,,19999,19721,-0.4,,,7113,8714,81,9959,,
PSO-1M2,5c82343a2e221644f31c0611,2,1,,,,18000,18647,-3.03,,,7513,9204,85,10519,,
KH/F 34mm,5c86592b2e2216000e69e77c,2,1,,,,21969,28019,-10.35,,,3400,,39,4760,,
DGN762B,5c878e9d2e2216000f201903,1,1,,,,99000,54968,2.33,,,9120,11172,104,12768,,
DGNAK47B,5c878ebb2e2216001219d48a,1,1,,,,16900,21715,5.19,,,4920,6027,56,6888,,
HK E1,5c87a07c2e2216001219d4a2,2,1,,,,20000,23435,-11.53,,,3680,,42,5152,,
KAC VFG,5c87ca002e221600114cb150,1,1,,,,11010,13954,6.42,,,1278,1566,15,1789,,
SVD,5c88f24b2e22160bc12c69a6,1,2,,,,18800,28244,-5.43,,,3952,,45,5532,,
B-13V,5c90c3622e221601da359851,1,1,,,,28989,19420,9.93,,,3040,,35,4256,,
P226,5c920e902e221644f31c3c99,1,1,,,,20000,0,0,,,1176,,13,1646,,
AP 6.3,5c925fa22e221601da359b7b,1,1,,,,,0,,55,,44,,,61,,
Access,5c94bbff86f7747ee735c08f,1,1,,,,,0,,,63000,,,455,56000,,
TOZ106 Mosin,5c99f3592e221644fc633070,4,1,,,,5091,0,0,,,1940,,22,2716,,
Zhukov-U,5c9a07572e221644f31c4b32,2,1,,,,24444,24512,0.5,,,7680,9408,87,10752,,
Zhukov-U,5c9a1c3a2e2216000e69fb6a,2,1,,,,18555,19287,5.19,,,7680,9408,87,10752,,
Zhukov-U,5c9a1c422e221600106f69f0,2,1,,,,12999,17137,-7.3,,,7680,9408,87,10752,,
RIS II 12.25 CB,5c9a25172e2216000f20314e,2,1,,,,20000,25728,-6.74,,,6960,8526,79,9744,,
RIS II FSP 9.5 CB,5c9a26332e2216001219ea70,2,1,,,,17555,19781,-15.49,,,6320,7742,72,8848,,
Triton,5ca20abf86f77418567a43f2,4,3,,,,19998,23534,-4.21,13234,,10587,12969,120,,16410,15881
Berkut,5ca20d5986f774331e7c9602,4,5,,,,22000,23531,-1.12,,,7680,9408,,,11904,11520
Vulkan-5,5ca20ee186f774799474abc2,2,2,,,,,0,,,,105930,129765,1204,,164192,
Vulkan-5 FS,5ca2113f86f7740b2547e1d2,2,1,,,,,0,,,,21728,26616,247,,33678,
Redut-M,5ca2151486f774244a3b8d30,3,4,,,,,0,,,,41149,50408,468,,63781,
Redut-T5,5ca21c6986f77479963115a7,4,4,,,,,0,,,,75318,92265,856,,116743,
M9A3,5cadc190ae921500103bb3b6,2,1,,,,12000,13550,-4.09,2400,,1920,,22,2688,,
M9A3 thr.,5cadc1c6ae9215000f2775a4,1,1,,,,15000,0,0,,,664,813,8,929,,
M9A3,5cadc2e0ae9215051e1c21e7,1,1,,,,8000,9967,11.64,,,720,,8,1008,,
M9A3 cap,5cadc390ae921500126a77f1,1,1,,,,10000,0,0,,,120,147,1,168,,
M9A3,5cadc431ae921500113bb8d5,1,1,,,,16000,0,0,,,320,392,4,448,,
M9A3,5cadc55cae921500103bb3be,2,1,,,,11000,11272,-19.71,,,940,1151,11,1316,,
M9A3 FS,5cadd919ae921500126a77f3,1,1,,,,9999,0,0,230,,184,225,2,257,,
M9A3 RS,5cadd940ae9215051e1c2316,1,1,,,,9999,0,0,252,,202,247,2,282,,
SM M9,5cadd954ae921500103bb3c2,1,1,,,,0,0,0,1800,,1440,1764,16,2016,,
PS12,5cadf6ddae9215051e1c23b2,1,1,,,,900,1302,-19.56,170,,136,,,190,,
PS12A,5cadf6e5ae921500113bb973,1,1,,,,750,647,-2.79,140,,112,,,156,,
PS12B,5cadf6eeae921500134b2799,1,1,,,,2500,4236,-11.64,227,,182,,,254,,
ASh-12,5cadfbf7ae92152ac412eeef,4,2,,,,68888,68719,-3.87,46900,,37520,,426,52528,,
ASh-12,5caf1041ae92157c28402e3f,1,2,,,,35000,42203,36.59,,,2640,,30,3696,,
ASh-12,5caf1109ae9215753c44119f,1,2,,,,25000,43591,3.16,,,6640,,75,9296,,
ASh-12 CH,5caf1691ae92152ac412efb9,1,1,,,,39999,0,0,900,,720,882,8,1008,,
ASh-12 FS,5caf16a2ae92152ac412efbc,1,1,,,,2430,2430,1.25,1116,,893,1094,10,1250,,
ASh-12,5caf17c9ae92150b30006be1,1,1,,,,9000,12200,-0.06,,,2440,2989,28,3416,,
ASh-12,5caf187cae92157c28402e43,2,1,,,,21990,23545,-2.37,,,14355,17585,163,20097,,
AK100,5cbda392ae92155f3c17c39f,1,1,,,,9989,15483,16.32,,,528,647,6,740,,
6P20 Sb.9,5cbda9f4ae9215000e5b9bfc,1,1,,,,999,8999,3.22,,,448,549,5,628,,
6L23,5cbdaf89ae9215000e5b9c94,1,2,,,,6999,7157,-17.43,,,840,,10,1176,,
6P20 Sb.7,5cbdb1b0ae9215000d50e105,2,1,,,,15000,0,0,,,867,,10,1214,,
Molot,5cbdc23eae9215001136a407,2,2,,,,25000,27541,6.91,,,11600,,132,16240,,
P90,5cc6ea78e4a949000e1ea3c1,1,1,,,,15000,0,0,,,640,,7,896,,
TheHandler,5cc6ea85e4a949000e1ea3c3,1,1,,,,25000,29830,34.98,,,1065,,12,1491,,
P90,5cc70093e4a949033c734312,2,1,,,,34000,35147,9.28,,,4200,,48,5880,,
P90,5cc700b9e4a949000f0f0f25,3,1,,,,25900,0,0,,,1400,,16,1960,,
P90 butt,5cc700cae4a949035e43ba72,1,1,,,,5000,8849,-23.03,,,900,,10,1260,,
P90 DI,5cc700d4e4a949000f0f0f28,1,1,,,,0,0,0,,,1660,,19,2324,,
EFFEN 90,5cc700ede4a949033c734315,2,1,,,,13333,18536,-5.13,,,1520,1862,17,2128,,
P90,5cc70102e4a949035e43ba74,2,1,,,,17777,13198,33.96,,,960,1176,11,1344,,
EFFEN 90,5cc7012ae4a949001252b43e,1,1,,,,10000,13750,-40.85,,,400,,5,560,,
P90 side,5cc70146e4a949000d73bf6b,1,1,,,,4555,6973,-41.62,,,400,,5,560,,
P90 top,5cc7015ae4a949001152b4c6,1,1,,,,22222,18722,8.26,,,400,,5,560,,
"P90 10.5""",5cc701aae4a949000e1ea45c,2,1,,,,100000,0,0,,,7840,9604,89,10976,,
"P90 16""",5cc701d7e4a94900100ac4e7,3,1,,,,0,0,0,,,8920,10927,101,12488,,
SS190,5cc80f38e4a949001152b560,1,1,,,,,0,,52,,42,,,58,,
L191,5cc80f53e4a949000e1ea4f8,1,1,,,,499,0,0,56,,44,,,62,,
SB193,5cc80f67e4a949035e43bbba,1,1,,,,,0,,71,,57,,,80,,
SS198LF,5cc80f79e4a949033c7343b2,1,1,,,,444,444,-74.84,67,,53,,,75,,
SS197SR,5cc80f8fe4a949033b0224a2,1,1,,,,555,0,0,55,,44,,,61,,
P90,5cc82796e24e8d000f5859a8,1,1,,,,8000,10139,-1.54,,,640,784,7,896,,
P90,5cc82d76e24e8d00134b4b83,2,1,,,,69000,76990,0.08,22600,,18080,,205,25312,,
R37.F,5cc86832d7f00c000d3a6e6c,1,1,,,,200,328,-32.2,92,,74,,,103,,
R37.X,5cc86840d7f00c002412c56c,1,1,,,,399,487,-13.15,78,,62,,,87,,
SRVV AK74,5cc9a96cd7f00c011c04e04a,1,1,,,,19999,19893,-16.75,,,2264,2773,26,3169,,
SRVV AKM,5cc9ad73d7f00c000e2579d4,1,1,,,,19999,21861,-0.78,,,2384,2920,27,3337,,
Claymore,5cc9b815d7f00c000e2579d6,1,1,,,,5000,9643,-10.83,,,3140,3846,36,4396,,
HG-15,5cc9bcaed7f00c011c04e179,1,1,,,,12000,17781,7.11,,,2040,2499,23,2856,,
TBL,5cc9c20cd7f00c001336c65d,1,1,,,,21900,19340,-1.58,,,1640,2009,19,2296,,
